"","recency","history_segment","history","mens","womens","zip_code","newbie","channel","segment","visit","conversion","spend","treatment","history_log","history_log_grp"
"86",10,"4) $350 - $500",375.9,0,1,"Urban",0,"Web","Mens E-Mail",0,0,0,1,5.92932315057013,5.9
"87",4,"3) $200 - $350",320.17,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,5.76885210473045,5.8
"88",10,"1) $0 - $100",35.84,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,3.57906458810673,3.6
"89",5,"3) $200 - $350",215.03,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,5.3707775532773,5.4
"90",6,"2) $100 - $200",127.2,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.84576065090602,4.8
"91",1,"4) $350 - $500",470.65,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,6.15411471799323,6.2
"92",1,"4) $350 - $500",399.72,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1,5.99076430199359,6
"93",3,"1) $0 - $100",29.99,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"94",10,"3) $200 - $350",290.55,0,1,"Surburban",0,"Web","Mens E-Mail",0,0,0,1,5.67177567852111,5.7
"95",7,"1) $0 - $100",29.99,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"96",1,"2) $100 - $200",188.89,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,5.24116483504373,5.2
"97",3,"3) $200 - $350",229.42,0,1,"Rural",0,"Multichannel","No E-Mail",0,0,0,0,5.43555438485312,5.4
"98",1,"3) $200 - $350",253.18,0,1,"Surburban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.53410069820868,5.5
"99",10,"2) $100 - $200",168.04,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,5.12420204630118,5.1
"100",4,"2) $100 - $200",164.7,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,5.10412563718359,5.1
"101",2,"1) $0 - $100",57.53,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,4.0523065508752,4.1
"102",10,"1) $0 - $100",29.99,0,1,"Surburban",0,"Web","No E-Mail",1,1,149.28,0,3.40086399276092,3.4
"103",10,"3) $200 - $350",205.88,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,5.32729347478455,5.3
"104",1,"7) $1,000 +",1281.48,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,7.15577093897145,7.2
"105",3,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","No E-Mail",1,0,0,0,3.40086399276092,3.4
"106",3,"5) $500 - $750",542.16,1,0,"Urban",1,"Phone","Mens E-Mail",1,0,0,1,6.29556116082786,6.3
"107",6,"5) $500 - $750",507.25,0,1,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,6.22900397870592,6.2
"108",1,"1) $0 - $100",68.5,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.22683374526818,4.2
"109",11,"1) $0 - $100",37.45,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.62300670996323,3.6
"110",4,"1) $0 - $100",70.39,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.25405120762004,4.3
"111",5,"5) $500 - $750",556.5,0,1,"Rural",1,"Web","Mens E-Mail",0,0,0,1,6.3216671707156,6.3
"112",6,"2) $100 - $200",136.26,0,1,"Rural",1,"Web","No E-Mail",0,0,0,0,4.91456482534552,4.9
"113",2,"3) $200 - $350",203.52,1,1,"Urban",1,"Multichannel","No E-Mail",1,0,0,0,5.31576428015176,5.3
"114",8,"3) $200 - $350",267.25,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,5.58818454990515,5.6
"115",3,"1) $0 - $100",99.25,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.5976419195673,4.6
"116",5,"1) $0 - $100",62.49,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,4.13500654394099,4.1
"117",5,"3) $200 - $350",247.82,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,5.51270267618835,5.5
"118",7,"3) $200 - $350",233.4,1,1,"Urban",0,"Multichannel","No E-Mail",0,0,0,0,5.45275371985246,5.5
"119",9,"5) $500 - $750",535.17,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.28258445343129,6.3
"120",5,"2) $100 - $200",119.47,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.78306529382913,4.8
"121",7,"1) $0 - $100",68.86,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.23207545791038,4.2
"122",9,"2) $100 - $200",165.62,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,5.10969600760555,5.1
"123",7,"2) $100 - $200",145.89,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.9828529130838,5
"124",7,"5) $500 - $750",578.35,0,1,"Surburban",1,"Web","Mens E-Mail",1,0,0,1,6.36017922174141,6.4
"125",7,"1) $0 - $100",93.33,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,4.53614159957766,4.5
"126",5,"1) $0 - $100",42.3,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.74478708605223,3.7
"127",4,"4) $350 - $500",474.94,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,6.16318848026666,6.2
"128",1,"3) $200 - $350",200.26,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0,5.29961652227966,5.3
"129",8,"7) $1,000 +",1137.96,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,7.03699246468364,7
"130",9,"1) $0 - $100",51.53,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,3.94216416234013,3.9
"131",9,"1) $0 - $100",34.75,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,3.5481795720108,3.5
"132",1,"2) $100 - $200",100.92,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,4.61432812377286,4.6
"133",7,"3) $200 - $350",348.44,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,5.85346604895069,5.9
"134",3,"3) $200 - $350",216.08,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,5.37564870948436,5.4
"135",4,"1) $0 - $100",29.99,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"136",12,"1) $0 - $100",98.17,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.58670066970443,4.6
"137",5,"5) $500 - $750",728.99,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,6.59166001449345,6.6
"138",9,"4) $350 - $500",483.16,1,1,"Urban",0,"Phone","Mens E-Mail",1,0,0,1,6.18034786173708,6.2
"139",4,"1) $0 - $100",93.36,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.5364629879783,4.5
"140",9,"1) $0 - $100",44.68,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.799525974201,3.8
"141",2,"2) $100 - $200",188.03,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,5.23660152456738,5.2
"142",1,"2) $100 - $200",132.46,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.88628071305683,4.9
"143",8,"2) $100 - $200",167.05,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,5.11829316880277,5.1
"144",3,"2) $100 - $200",179.31,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,5.18911615150427,5.2
"145",3,"2) $100 - $200",141.2,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.95017732505914,5
"146",7,"1) $0 - $100",29.99,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"147",6,"2) $100 - $200",113.6,1,0,"Surburban",1,"Phone","No E-Mail",0,0,0,0,4.73268350628705,4.7
"148",9,"3) $200 - $350",302.52,1,0,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,5.71214739098783,5.7
"149",3,"1) $0 - $100",73.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.30392994893746,4.3
"150",1,"1) $0 - $100",79.5,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.37575702166029,4.4
"151",12,"2) $100 - $200",103.6,1,0,"Rural",0,"Phone","No E-Mail",0,0,0,0,4.64053732982538,4.6
"152",1,"2) $100 - $200",137.29,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.92209547690951,4.9
"153",6,"2) $100 - $200",114.74,1,0,"Urban",0,"Web","No E-Mail",1,0,0,0,4.74266869917373,4.7
"154",1,"4) $350 - $500",386.11,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,5.95612230296069,6
"155",8,"1) $0 - $100",45.78,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.82384731452442,3.8
"156",5,"2) $100 - $200",141.74,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.95399439338211,5
"157",1,"5) $500 - $750",629.85,1,0,"Urban",1,"Web","Mens E-Mail",1,0,0,1,6.44548169579831,6.4
"158",9,"4) $350 - $500",383.77,0,1,"Surburban",1,"Phone","Mens E-Mail",1,0,0,1,5.95004341480719,6
"159",6,"1) $0 - $100",64.33,1,0,"Rural",0,"Web","No E-Mail",1,0,0,0,4.16402608542291,4.2
"160",4,"2) $100 - $200",121.87,1,0,"Rural",0,"Web","No E-Mail",0,0,0,0,4.80295490283541,4.8
"161",10,"4) $350 - $500",489.29,0,1,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,6.19295536072674,6.2
"162",4,"3) $200 - $350",224.04,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,5.41182460734163,5.4
"163",9,"1) $0 - $100",33.63,0,1,"Rural",0,"Phone","No E-Mail",0,0,0,0,3.51541852575218,3.5
"164",2,"2) $100 - $200",109.81,1,0,"Urban",1,"Web","No E-Mail",1,0,0,0,4.69875159960962,4.7
"165",10,"2) $100 - $200",161.43,0,1,"Surburban",1,"Web","No E-Mail",1,0,0,0,5.08407161216944,5.1
"166",1,"5) $500 - $750",681.12,1,0,"Rural",1,"Phone","Mens E-Mail",0,0,0,1,6.52373850207984,6.5
"167",9,"2) $100 - $200",198.54,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,5.29099059116158,5.3
"168",2,"4) $350 - $500",378.5,0,1,"Urban",0,"Web","Mens E-Mail",1,1,80.58,1,5.9362160728775,5.9
"169",10,"2) $100 - $200",131.95,0,1,"Surburban",0,"Phone","No E-Mail",1,0,0,0,4.88242306294933,4.9
"170",6,"2) $100 - $200",107.42,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,4.67674638447731,4.7
"171",2,"2) $100 - $200",102.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.63463189613771,4.6
"172",8,"2) $100 - $200",155.75,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,5.04825215766756,5
"173",1,"2) $100 - $200",155.65,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,5.04760989688762,5
"174",1,"5) $500 - $750",563.7,1,0,"Surburban",1,"Multichannel","Mens E-Mail",0,0,0,1,6.33452219508753,6.3
"175",6,"3) $200 - $350",265.2,1,0,"Surburban",0,"Phone","Mens E-Mail",0,0,0,1,5.58048425831171,5.6
"176",7,"7) $1,000 +",1222.53,1,1,"Rural",1,"Phone","Mens E-Mail",1,0,0,1,7.10867776092523,7.1
"177",4,"2) $100 - $200",127.51,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,4.84819479289545,4.8
"178",8,"1) $0 - $100",60.9,0,1,"Rural",1,"Phone","No E-Mail",0,0,0,0,4.10923317471585,4.1
"179",1,"3) $200 - $350",234.17,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0,5.45604734731392,5.5
"180",11,"2) $100 - $200",112.61,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,4.72393052170893,4.7
"181",5,"2) $100 - $200",168.1,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,5.12455904041457,5.1
"182",5,"1) $0 - $100",37.79,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.6320445173614,3.6
"183",4,"1) $0 - $100",70.16,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.25077834806393,4.3
"184",9,"3) $200 - $350",297.59,0,1,"Surburban",1,"Phone","Mens E-Mail",1,1,118.39,1,5.69571670024383,5.7
"185",7,"4) $350 - $500",409.76,1,1,"Urban",0,"Multichannel","Mens E-Mail",0,0,0,1,6.01557162245122,6
"186",1,"2) $100 - $200",111.37,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,4.71285799140501,4.7
"187",7,"1) $0 - $100",29.99,0,1,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"188",2,"1) $0 - $100",46.47,0,1,"Surburban",1,"Web","No E-Mail",0,0,0,0,3.83880694309689,3.8
"189",9,"2) $100 - $200",129.29,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,4.86205794326646,4.9
"190",3,"5) $500 - $750",708.62,0,1,"Surburban",1,"Phone","Mens E-Mail",0,0,0,1,6.56331941670142,6.6
"191",10,"2) $100 - $200",113.33,0,1,"Urban",0,"Web","No E-Mail",0,0,0,0,4.73030391674486,4.7
"192",4,"5) $500 - $750",737.33,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.60303555316824,6.6
"193",7,"6) $750 - $1,000",758.59,0,1,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.63146144699022,6.6
"194",9,"1) $0 - $100",76.72,1,0,"Surburban",0,"Phone","No E-Mail",0,0,0,0,4.34016243057518,4.3
"195",6,"3) $200 - $350",334.34,0,1,"Rural",0,"Multichannel","Mens E-Mail",1,0,0,1,5.81215843927448,5.8
"196",10,"3) $200 - $350",319.45,0,1,"Urban",0,"Phone","Mens E-Mail",0,0,0,1,5.76660076704835,5.8
"197",8,"1) $0 - $100",29.99,1,0,"Urban",1,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"198",4,"5) $500 - $750",739.84,1,0,"Urban",1,"Phone","Mens E-Mail",0,0,0,1,6.6064339466039,6.6
"199",10,"1) $0 - $100",29.99,1,0,"Surburban",1,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"200",11,"1) $0 - $100",43.51,0,1,"Surburban",0,"Web","No E-Mail",0,0,0,0,3.77299079673259,3.8
"201",9,"3) $200 - $350",212.32,1,0,"Surburban",0,"Multichannel","No E-Mail",0,0,0,0,5.3580945705839,5.4
"202",7,"5) $500 - $750",508.18,1,0,"Urban",1,"Web","Mens E-Mail",0,0,0,1,6.23083571552684,6.2
"203",1,"1) $0 - $100",50.62,1,0,"Urban",0,"Web","No E-Mail",0,0,0,0,3.92434675511698,3.9
"204",8,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",1,0,0,0,3.40086399276092,3.4
"205",9,"1) $0 - $100",29.99,0,1,"Surburban",0,"Phone","No E-Mail",0,0,0,0,3.40086399276092,3.4
"206",2,"3) $200 - $350",231.27,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,5.44358585913928,5.4
"207",9,"2) $100 - $200",189.33,1,0,"Urban",1,"Phone","No E-Mail",0,0,0,0,5.24349152426426,5.2
"208",9,"4) $350 - $500",433.89,0,1,"Rural",0,"Phone","Mens E-Mail",0,0,0,1,6.07279104575375,6.1
"209",8,"1) $0 - $100",90.62,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.50667493923899,4.5
"210",3,"1) $0 - $100",43,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,3.76120011569356,3.8
"211",10,"2) $100 - $200",145.73,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,4.98175559454561,5
"212",3,"1) $0 - $100",80.86,1,0,"Rural",1,"Phone","No E-Mail",0,0,0,0,4.39271926421262,4.4
"213",6,"5) $500 - $750",549.78,1,0,"Surburban",1,"Web","Mens E-Mail",0,0,0,1,6.30951819820518,6.3
"214",9,"1) $0 - $100",34.72,0,1,"Surburban",1,"Phone","No E-Mail",0,0,0,0,3.54731588979215,3.5
"215",1,"1) $0 - $100",92.29,0,1,"Rural",1,"Phone","No E-Mail",1,0,0,0,4.52493579327749,4.5
"216",4,"3) $200 - $350",316.87,0,1,"Urban",1,"Web","Mens E-Mail",0,0,0,1,5.75849159512825,5.8
"217",2,"2) $100 - $200",189.02,0,1,"Urban",1,"Phone","No E-Mail",0,0,0,0,5.24185282956691,5.2
"218",9,"3) $200 - $350",301.15,1,1,"Surburban",0,"Phone","Mens E-Mail",1,0,0,1,5.70760847948973,5.7
"219",9,"1) $0 - $100",29.99,0,1,"Urban",1,"Web","No E-Mail",0,0,0,0,3.40086399276092,3.4
"220",1,"1) $0 - $100",70.17,1,0,"Surburban",0,"Web","No E-Mail",0,0,0,0,4.2509208692642,4.3
"221",10,"2) $100 - $200",138.83,1,0,"Urban",0,"Phone","No E-Mail",0,0,0,0,4.93325016304671,4.9
